Name,gdd,Mole1,C-C,C=C,C:N,C:C,C:S,C-H,C-Si,N:S,H-Si,H-N,C:O,C-N,C/C,N-O,N=O,C-O,C=O,C-F,O=S,C-S,N:N,H-O,C#N,C=N,N-N,B-C,C#C,C=S,N:O,B-F,B-N,C/N,Br-C,B-O,N/N,C-Cl,C/O,C\\C,N-S,B-H,N=N,N=S,O-S,H/N,C\\N,H-S,N/O,N\\N,N\\O,C/S,C\\O,N#N,tot_num,HBA,HBD,mui,MaxPC,minPC,weight
molecule2696,318,C/C=C/C=C/C=O,0,2,0,0,0,8,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,75.3668950253496,0.142335631007058,0.142335631007058,96.1289999999999
molecule2695,335,C1=C[C@H]2C[C@@H]1N2,4,1,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,81.1890640794916,0.123388521810522,0.123388521810522,81.118
molecule2694,329,C=C1CCNC1=O,3,1,0,0,0,6,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,78.1198678011681,0.246180023314928,0.246180023314928,97.117
molecule2693,351,Oc1ccoc1,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,93.0567923124677,0.293271159872349,0.293271159872349,84.074
molecule2692,340,O=C1[C@H]2CO[C@@H]1C2,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,81.1890640794916,0.166549203645496,0.166549203645496,98.101
molecule2691,364,O=C1C=CC=N1,2,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,98.2973870030615,0.269211116841364,0.267484635301917,81.074
molecule2690,337,C[C@@H](O)[C@H]1CO1,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,78.1198678011681,0.210567572031425,0.210567572031425,88.106
molecule2689,342,CC/C=N/O,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,1,84.6396444411312,0.329547290718292,0.329547290718292,73.095
molecule2688,326,Cc1cncs1,1,0,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,88.5572010964053,0.095961115949977,0.095961115949977,99.158
molecule2687,318,CN[C@H]1C[C@@H]1OC,3,0,0,0,0,10,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,68.5498289706574,0.122251759962225,0.122251759962225,101.149
molecule2686,342,C1[C@@H]2O[C@@H]2[C@@H]2O[C@H]12,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,81.1890640794916,0.112904796476642,0.112904796476642,98.101
molecule2685,320,O[C@H]1C=CCNC1,3,1,0,0,0,7,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,72.8795508155063,0.210977311121295,0.210977311121295,99.133
molecule2684,325,C[C@]12CC=NN1C2,4,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,75.3668950253496,0.081110520147236,0.081110520147236,96.133
molecule2683,329,C=CCCC#N,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,81.1890640794916,0.062449677753329,0.062449677753329,81.118
molecule2682,327,C[C@H]1C[C@]1(C)O,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,72.8795508155063,0.210854959373514,0.210854959373514,86.134
molecule2681,313,CC(C)[C@@H](C)CN,5,0,0,0,0,13,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,61.7572976694652,0.118390771717533,0.118390771717533,101.193
molecule2680,328,O=C[C@H]1C=CCN1,3,1,0,0,0,6,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,78.1198678011681,0.140328143746313,0.140328143746313,97.117
molecule2679,325,CC(=O)C(C)(C)C,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,66.6493941117554,0.134632909959809,0.134632909959809,100.161
molecule2678,327,C#CCOCC=O,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,81.1890640794916,0.145206807121321,0.145206807121321,98.101
molecule2677,324,C=CC1CC(=O)C1,5,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,75.3668950253496,0.133611231598663,0.133611231598663,96.1289999999999
molecule2676,315,NCC1(CN)CC1,5,0,0,0,0,8,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,2,66.6493941117554,0.118403407779913,0.118403407779913,100.165
molecule2675,325,[H]/N=C(/NO)C(=C)C,2,1,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2,3,75.3668950253496,0.245632953406942,0.245632953406942,100.121
molecule2674,334,C=C(C)CC#N,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,81.1890640794916,0.066545637902644,0.066545637902644,81.118
molecule2673,314,C1CC(N2CC2)C1,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,68.5498289706574,0.046717654595396,0.046717654595396,97.1609999999999
molecule2672,323,C=CC(=C)NC=O,1,2,0,0,0,6,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,78.1198678011681,0.210995159931429,0.210995159931429,97.117
molecule2671,355,N#Cc1cocn1,1,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,98.2973870030615,0.181307317212135,0.181307317212135,94.073
molecule2670,330,N#C[C@H]1C=CCN1,3,1,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,81.1890640794916,0.124115680815585,0.124115680815585,94.117
molecule2669,332,C[C@H](C=O)CC#N,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,78.1198678011681,0.123320712026001,0.123320712026001,97.117
molecule2668,310,C#CC(=C)CCC,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,70.6178740694522,0.12421192381485,0.115027296935717,94.1569999999999
molecule2667,315,CO/C=C(\C)CN,1,1,0,0,0,9,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,68.5498289706574,0.11870420154487,0.11870420154487,101.149
molecule2666,325,C=CC(=O)N(C)N,1,1,0,0,0,6,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,75.3668950253496,0.259103125064732,0.259103125064732,100.121
molecule2665,335,NC(=O)/C=C/C=O,0,1,0,0,0,3,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,84.6396444411312,0.241010425954213,0.241010425954213,99.089
molecule2664,325,CC/C=C/OC=O,1,1,0,0,0,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,75.3668950253496,0.29739565045357,0.29739565045357,100.117
molecule2663,334,COC(C)OC,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,72.8795508155063,0.153531756434269,0.153531756434269,90.1219999999999
molecule2662,331,CC(CO)CO,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,72.8795508155063,0.210052607840456,0.210052607840456,90.122
molecule2661,316,C[C@@H]1[C@@H]2CNC[C@@H]21,6,0,0,0,0,10,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,68.5498289706574,0.122214012974196,0.122214012974196,97.1609999999999
molecule2660,318,C=N/N=C/C(=C)C,1,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,75.3668950253496,0.086248344703753,0.086248344703753,96.133
molecule2659,326,CN1C[C@@H]1CO,2,0,0,0,0,8,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,75.3668950253496,0.210119356875434,0.210119356875434,87.1219999999999
molecule2658,319,C=CCC[C@H]1CO1,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,70.6178740694522,0.081246544842011,0.081246544842011,98.1449999999999
molecule2657,313,C=C(C)C(C)(C)C,5,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,63.2694479323461,0.053737919018046,0.053737919018046,98.1889999999999
molecule2656,325,NC(=O)CN1CC1,2,0,0,0,0,6,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,75.3668950253496,0.231101653079992,0.231101653079992,100.121
molecule2655,333,O=CC1=NCCN1,2,0,0,0,0,5,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,81.1890640794916,0.184142108023409,0.184142108023409,98.105
molecule2654,324,C1[C@H]2C[C@@H]1[C@H]1N[C@@H]21,7,0,0,0,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,72.8795508155063,0.122905660699121,0.122905660699121,95.1449999999999
molecule2653,312,CNC[C@H]1CN1C,2,0,0,0,0,11,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,66.6493941117554,0.121933651035775,0.121933651035775,100.165
molecule2652,314,C=C(CN)OCC,2,1,0,0,0,9,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,68.5498289706574,0.118818585454559,0.118818585454559,101.149
molecule2651,319,C#CC(C#C)OC,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,81.1890640794916,0.177961023072399,0.177961023072399,94.113
molecule2650,320,C=COCCCO,2,1,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,70.6178740694522,0.210039468644407,0.210039468644407,102.133
molecule2649,326,NCC1OCCO1,2,0,0,0,0,7,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,72.8795508155063,0.169387587127837,0.169387587127837,103.121
molecule2648,325,CC1=NC[C@@H]2CN12,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,75.3668950253496,0.096245472574777,0.096245472574777,96.133
molecule2647,314,C=C1C=CCNC1,3,2,0,0,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,72.8795508155063,0.122847584630011,0.122847584630011,95.1449999999999
molecule2646,350,CCC(=O)C#N,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,88.5572010964053,0.23115984124028,0.23115984124028,83.09
molecule2645,319,C=C[C@H](N)CN,2,1,0,0,0,6,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,72.8795508155063,0.119007263920525,0.119007263920525,86.138
molecule2644,347,C/C=C/C,0,1,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,84.6396444411312,0.056939525094343,0.056939525094343,56.108
molecule2643,316,CC[C@H]1O[C@@H]1CC,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,66.6493941117554,0.083873849321888,0.083873849321888,100.161
molecule2642,330,[H]/N=C\NC(=O)C=C,1,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,2,2,81.1890640794916,0.24794269866176,0.24794269866176,98.105
molecule2641,332,OC[C@H]1C[C@@H]1O,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,78.1198678011681,0.210461616213583,0.210461616213583,88.106
molecule2640,312,C=CC#C[C@H]1CN1,3,1,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,78.1198678011681,0.123567672137361,0.123567672137361,93.129
molecule2639,355,N#Cc1ccno1,1,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,98.2973870030615,0.235566000701557,0.235566000701557,94.073
molecule2638,321,C[C@H]1C=CCN1,3,1,0,0,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,75.3668950253496,0.123092827652575,0.123092827652575,83.134
molecule2637,318,NC[C@@H](O)C1CC1,5,0,0,0,0,8,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,2,68.5498289706574,0.21052614237464,0.21052614237464,101.149
molecule2636,347,NC[C@H]1CO1,2,0,0,0,0,5,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,84.6396444411312,0.118482663243533,0.118482663243533,73.095
molecule2635,329,C#C/C=C/OC,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,84.6396444411312,0.124203719508831,0.124203719508831,82.102
molecule2634,329,NC[C@@]1(CO)CO1,3,0,0,0,0,6,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,2,72.8795508155063,0.210189493434541,0.210189493434541,103.121
molecule2633,306,C=CCCCCC,5,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,63.2694479323461,0.05695960704839,0.05695960704839,98.1889999999999
molecule2632,319,C[C@H]1NC[C@H]2N[C@@H]12,4,0,0,0,0,8,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,70.6178740694522,0.12299866117071,0.12299866117071,98.1489999999999
molecule2631,335,CN1C[C@@H]1C(=O)O,2,0,0,0,0,6,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,78.1198678011681,0.321750171524633,0.321750171524633,101.105
molecule2630,327,C=C1CO[C@H](C)O1,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,75.3668950253496,0.196612672916804,0.196612672916804,100.117
molecule2629,341,N#Cc1c[nH]cn1,1,0,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,93.0567923124677,0.166942502497432,0.166942502497432,93.089
molecule2628,327,C#C[C@H]1CC=NN1,3,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,81.1890640794916,0.184792073961622,0.184792073961622,94.117
molecule2627,325,C#C/C(CO)=N/N,1,0,0,0,0,3,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,81.1890640794916,0.210640418838279,0.210640418838279,98.105
molecule2626,333,C1CO[C@@H]2C[C@@H]2O1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,75.3668950253496,0.086407538087753,0.086407538087753,100.117
molecule2625,325,CC1CS(=O)(=O)C1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,75.3668950253496,0.150407746136194,0.150407746136194,120.173
molecule2624,340,Cc1co[nH]c1=O,1,0,1,2,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,84.6396444411312,0.282225837753193,0.282225837753193,99.089
molecule2623,336,CC1CNC1,3,0,0,0,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,78.1198678011681,0.122214650400178,0.122214650400178,71.123
molecule2622,321,C#CC=C(C)C,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,78.1198678011681,0.124201814850627,0.115296734336512,80.1299999999999
molecule2621,342,O=CC(=O)N1CC1,2,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,84.6396444411312,0.286302376612475,0.286302376612475,99.089
molecule2620,324,CNC1CC(=O)C1,4,0,0,0,0,8,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,72.8795508155063,0.135540072513142,0.135540072513142,99.1329999999999
molecule2619,330,C1=C[C@@H]2NC[C@@H]2O1,3,1,0,0,0,6,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,78.1198678011681,0.129062234557895,0.129062234557895,97.117
molecule2618,327,O=C1CNCCN1,2,0,0,0,0,6,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,75.3668950253496,0.23350385394151,0.23350385394151,100.121
molecule2617,313,C[C@@H](N)[C@H]1N[C@@H]1C,4,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,2,66.6493941117554,0.122933237542314,0.122933237542314,100.165
molecule2616,323,C=C(C)C(=C)C=O,3,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,75.3668950253496,0.149196920828428,0.149196920828428,96.1289999999999
molecule2615,309,CC#CC1CCC1,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,70.6178740694522,0.043875931542539,0.043875931542539,94.1569999999999
molecule2614,321,N[C@H]1C[C@]1(N)CO,4,0,0,0,0,5,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,70.6178740694522,0.21013427625655,0.21013427625655,102.137
molecule2613,335,O=C(CO)[C@H]1CN1,3,0,0,0,0,5,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,78.1198678011681,0.210676632931394,0.210676632931394,101.105
molecule2612,331,C=C1CN=CN1O,1,1,0,0,0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,81.1890640794916,0.246393157430252,0.246393157430252,98.105
